Agency Name,County,IncidentDate,LEOKA Assignment Type (NIBRS),LEOKA Circumstance,NIBRS Crime Description,NIBRS Report Title,Victim Age (group),Victim Gender,Victim Race,Distinct Offense Victims
Bend PD MIP,Deschutes,1/28/2022,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,40-44,Male,Unknown,1
Bend PD MIP,Deschutes,10/28/2020,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Bend PD MIP,Deschutes,9/30/2021,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,40-44,Male,Unknown,1
Bend PD MIP,Deschutes,9/9/2020,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
Bend PD MIP,Deschutes,7/4/2021,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
Bend PD MIP,Deschutes,7/27/2021,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,40-44,Male,White,2
Burns PD,Harney,11/10/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,40-44,Unknown,Unknown,1
Canby PD,Clackamas,11/28/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,Asian,1
Canby PD,Clackamas,7/8/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Clackamas SO,Clackamas,3/10/2020,Other - Alone,Ambush/No Warning,Aggravated Assault,Aggravated Assault,40-44,Male,Hispanic or Latino,1
Clackamas SO,Clackamas,2/24/2021,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Clackamas SO,Clackamas,3/9/2021,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Clackamas SO,Clackamas,11/22/2021,One Man Vehicle - Assisted,Ambush/No Warning,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Clackamas SO,Clackamas,11/26/2021,One Man Vehicle - Assisted,All Other,Aggravated Assault,Aggravated Assault,40-44,Male,White,2
Clackamas SO,Clackamas,8/1/2021,One Man Vehicle - Alone,Attempting Other Arrests,Intimidation,Intimidation,40-44,Male,White,1
Clackamas SO,Clackamas,12/6/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,40-44,Male,Unknown,1
Clackamas SO,Clackamas,5/10/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,40-44,Female,White,1
Clackamas SO,Clackamas,5/10/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,40-44,Male,White,1
Clackamas SO,Clackamas,8/11/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,White,1
Clackamas SO,Clackamas,8/31/2021,Detective or Special Assignment - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Clackamas SO,Clackamas,1/17/2022,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Clatsop SO,Clatsop,2/21/2022,Other - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,Unknown,1
Clatsop SO,Clatsop,1/17/2020,Other - Alone,All Other,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Clatsop SO,Clatsop,8/12/2021,Other - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,White,1
Coos SO,Coos,10/30/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,White,1
Cornelius PD,Washington,2/23/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Deschutes SO,Deschutes,5/19/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Deschutes SO,Deschutes,8/31/2020,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,40-44,Male,White,1
Eugene PD MIP,Lane,6/28/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Eugene PD MIP,Lane,10/30/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Eugene PD MIP,Lane,11/18/2021,Other - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,White,1
Eugene PD MIP,Lane,11/22/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Eugene PD MIP,Lane,2/14/2022,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,White,1
Florence PD,Lane,10/2/2020,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
Grants Pass PD,Josephine,4/27/2021,One Man Vehicle - Alone,All Other,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Grants Pass PD,Josephine,8/3/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,Unknown,1
Grants Pass PD,Josephine,4/8/2021,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,White,1
Grants Pass PD,Josephine,3/8/2022,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,White,1
Grants Pass PD,Josephine,4/8/2021,One Man Vehicle - Assisted,All Other,Destruction/Damage/Vandalisim of Property,Vandalism,40-44,Male,White,1
Gresham PD MIP,Multnomah,2/1/2020,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Gresham PD MIP,Multnomah,5/21/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Gresham PD MIP,Multnomah,11/2/2021,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Gresham PD MIP,Multnomah,12/11/2021,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Gresham PD MIP,Multnomah,2/7/2020,Other - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,40-44,Male,White,1
Gresham PD MIP,Multnomah,11/2/2021,Other - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,40-44,Male,White,1
Hermiston PD,Umatilla,11/12/2020,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,12/7/2020,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,40-44,Male,Hispanic or Latino,1
Hillsboro PD MIP,Washington,3/4/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Female,White,1
Hillsboro PD MIP,Washington,9/14/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,2/26/2022,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,1/19/2020,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,Hispanic or Latino,1
Hillsboro PD MIP,Washington,6/21/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,Hispanic or Latino,1
Hillsboro PD MIP,Washington,8/16/2020,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,Hispanic or Latino,1
Hillsboro PD MIP,Washington,3/31/2020,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,5/12/2020,One Man Vehicle - Assisted,Burglaries in Progress/Pursuing Burglary Suspects,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,5/28/2020,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,40-44,Female,White,1
Hillsboro PD MIP,Washington,5/29/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,10/7/2020,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,12/18/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,8/4/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,9/2/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Hillsboro PD MIP,Washington,12/23/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Independence PD,Polk,3/25/2021,Other - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Jackson SO,JACKSON,9/21/2021,Other - Alone,Ambush/No Warning,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Jackson SO,JACKSON,9/26/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,White,1
Keizer PD,Marion,7/8/2021,One Man Vehicle - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Klamath SO,Klamath,2/20/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Klamath SO,Klamath,4/28/2021,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Klamath SO,Klamath,7/12/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Lincoln City PD,Lincoln,10/29/2020,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,40-44,Female,White,1
Lincoln City PD,Lincoln,5/9/2021,Other - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
Linn SO,Linn,11/22/2020,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
McMinnville PD,Yamhill,6/27/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
McMinnville PD,Yamhill,11/14/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,White,1
McMinnville PD,Yamhill,2/28/2021,Two Man Vehicle,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,White,1
Medford PD,Jackson,11/7/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Medford PD,Jackson,12/11/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Female,White,1
Milwaukie PD,Clackamas,6/14/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,2/14/2020,Detective or Special Assignment - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,6/6/2020,Detective or Special Assignment - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,40-44,Female,White,1
Multnomah SO,Multnomah,5/28/2021,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,9/15/2021,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,9/16/2021,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,11/22/2021,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,12/15/2021,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,1/27/2022,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Multnomah SO,Multnomah,11/26/2020,Other - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,White,1
Newberg-Dundee PD,YAMHILL,2/13/2022,One Man Vehicle - Alone,Traffic Pursuit and Stops,Simple Assault,Simple Assault,40-44,Male,Asian,1
Newberg-Dundee PD,YAMHILL,12/22/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,White,1
Newberg-Dundee PD,YAMHILL,12/22/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Destruction/Damage/Vandalisim of Property,Vandalism,40-44,Male,White,1
Newport PD,Lincoln,12/10/2020,One Man Vehicle - Alone,Ambush/No Warning,Simple Assault,Simple Assault,40-44,Male,Unknown,1
North Bend PD,Coos,7/17/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
North Bend PD,Coos,12/7/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,40-44,Male,White,1
North Bend PD,Coos,1/1/2022,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
North Bend PD,Coos,1/30/2022,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,40-44,Male,White,1
Ontario PD,Malheur,5/31/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Ontario PD,Malheur,4/11/2020,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,40-44,Male,White,1
Oregon City PD,Clackamas,9/23/2020,One Man Vehicle - Alone,Mentally Deranged,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Oregon City PD,Clackamas,5/13/2021,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,40-44,Male,White,1
Oregon State Police,JACKSON,7/21/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,40-44,Male,Unknown,1
Oregon State Police,LANE,5/15/2020,Two Man Vehicle,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,40-44,Male,Unknown,2
Oregon State Police,MARION,7/28/2021,Other - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,40-44,Male,Unknown,1
Oregon State Police,TILLAMOOK,9/13/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,40-44,Male,Unknown,1
Oregon State Police,BENTON,9/27/2020,Other - Assisted,All Other,Simple Assault,Simple Assault,40-44,Male,Unknown,1
Oregon State Police,GRANT,3/16/2022,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,Unknown,1
Oregon State Police,KLAMATH,5/24/2021,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,40-44,Male,Unknown,1
Oregon State Police,MARION,8/18/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,Unknown,2
Polk SO,Polk,3/2/2020,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Polk SO,Polk,3/7/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,11/19/2021,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,40-44,Male,Asian,1
Portland Police Bureau MIP,Multnomah,1/3/2020,Other - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,40-44,Male,Black or African American,1
Portland Police Bureau MIP,Multnomah,2/6/2022,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,40-44,Male,Black or African American,1
Portland Police Bureau MIP,Multnomah,3/15/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,5/13/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,5/24/2020,Other - Assisted,Burglaries in Progress/Pursuing Burglary Suspects,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,6/14/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,6/28/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,8/18/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,10/4/2020,One Man Vehicle - Alone,Ambush/No Warning,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,10/10/2020,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,10/18/2020,Two Man Vehicle,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,1/16/2021,Other - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,2/6/2021,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,4/20/2021,Other - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
Portland Police Bureau MIP,Multnomah,5/1/2021,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,40-44,Male,White,1
